reaction,split,not_high_yielding,high_yielding
"N-[2-[2-fluoro-4-methyl-5-(2,2,2-trifluoroethylsulfanyl)phenyl]-5-[1,1,2-trifluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)ethoxy]pyrazol-3-yl]acetamide reacts in the presence of ethyl acetate, iodomethane, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce 2-[2-fluoro-4-methyl-5-(2,2,2-trifluoroethylsulfanyl)phenyl]-n-methyl-5-[1,1,2-trifluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)ethoxy]pyrazol-3-amine.",train,1,0
"Methyl 3-acetyl-4-oxopentanoate and phenylhydrazine react together in the presence of pentane-2,4-dione, [10-(acetyloxymethyl)anthracen-9-yl]methyl acetate, ethanol, n,n-dimethylformamide, methyl 2-bromoacetate, hydride, molecular hydrogen, sodium(1+) to produce methyl 2-(3,5-dimethyl-1-phenylpyrazol-4-yl)acetate.",train,1,0
"Tert-butyl n-(3-bromopropyl)carbamate and n-[1-methyl-5-(tritylamino)pyrazol-4-yl]formamide react together in the presence of n,n-dimethylformamide, hydrogen sulfate, hydride, iodide, potassium(1+), sodium(1+) to produce tert-butyl n-[3-[formyl-[1-methyl-5-(tritylamino)pyrazol-4-yl]amino]propyl]carbamate.",train,1,0
"Ethyl 2-cyanoacetate and 1-chloro-2-(2-chloroethoxy)ethane react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce ethyl 4-cyanooxane-4-carboxylate.",train,1,0
"2-methyl-3,4-dihydro-2h-naphthalen-1-one and ethyl 6-bromohexanoate react together in the presence of oxolane, hydride, sodium(1+) to produce 6-(2-methyl-1-oxo-3,4-dihydronaphthalen-2-yl)hexanoic acid.",train,1,0
"Tert-butyl 1,3-dithiane-2-carboxylate and 1-bromo-2-methoxyethane react together in the presence of n,n-dimethylformamide, toluene, chloride, hydride, azanium, sodium(1+) to produce tert-butyl 2-(2-methoxyethyl)-1,3-dithiane-2-carboxylate.",train,0,1
"2-butylsulfanylethanol and 1-(5-bromopentyl)azepan-2-one react together in the presence of methylsulfinylmethane, potassium(1+), hydroxide to produce 1-[5-(2-butylsulfanylethoxy)pentyl]azepan-2-one.",train,0,1
"2-(3,3-diphenylpropylamino)acetonitrile and carbonate react together in the presence of acetonitrile, iodomethane, dichloromethane, potassium(1+) to produce 2-[3,3-diphenylpropyl(methyl)amino]acetonitrile.",train,1,0
"Ditert-butyl propanedioate and 2-(12-bromododecyl)isoindole-1,3-dione react together in the presence of cyclohexane, ethoxyethane, n,n-dimethylformamide, hydride, sodium(1+) to produce ditert-butyl 2-[12-(1,3-dioxoisoindol-2-yl)dodecyl]propanedioate.",train,1,0
"Diethyl 2-(4,4,5,5,5-pentafluoropentyl)propanedioate and 1-bromo-5-chloropentane react together in the presence of methylsulfinylmethane, oxidane, hydride, sodium(1+) to produce diethyl 2-(5-chloropentyl)-2-(4,4,5,5,5-pentafluoropentyl)propanedioate.",train,0,1
"Tert-butyl n-[(1s,4r)-4-(bromomethyl)cyclopent-2-en-1-yl]carbamate and diethyl propanedioate react together in the presence of ethyl acetate, n,n-dimethylformamide, hydride, sodium(1+) to produce diethyl 2-[[(1s,4r)-4-[(2-methylpropan-2-yl)oxycarbonylamino]cyclopent-2-en-1-yl]methyl]propanedioate.",train,1,0
"2,3-dibromoprop-1-ene and diethyl 2-acetamidopropanedioate react together in the presence of oxolane, ethyl acetate, hydride, sodium(1+) to produce diethyl 2-(4-bromopent-4-enoylamino)propanedioate.",train,0,1
"Acetylene and 3-trimethylsilylpropan-1-ol react together in the presence of methylsulfinylmethane, potassium(1+), hydroxide to produce 3-ethenoxypropyl(trimethyl)silane.",train,0,1
"N-(4,6-dichloropyrimidin-2-yl)-2,2,2-trifluoroacetamide reacts in the presence of propan-2-one, iodomethane, oxidane, carbonate, potassium(1+) to produce 4,6-dichloro-n-methylpyrimidin-2-amine.",train,0,1
"2-bromoethoxymethylbenzene and 3-o-tert-butyl 1-o-ethyl propanedioate react together in the presence of hexane, ethyl acetate, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce 3-o-tert-butyl 1-o-ethyl 2-(2-phenylmethoxyethyl)propanedioate.",train,0,1
"Tert-butyl 2-bromoacetate and 1-(5-nitropyridin-2-yl)pyrrolidin-3-ol react together in the presence of hydride, sodium(1+) to produce tert-butyl 2-[1-(5-nitropyridin-2-yl)pyrrolidin-3-yl]oxyacetate.",train,1,0
"2-bromo-n-methoxy-n-methylacetamide and 1-[(e)-3-(3,4-dichlorophenyl)prop-2-enoyl]-1,4-diazepan-5-one react together in the presence of oxolane, hydrogen sulfate, hydride, potassium(1+), sodium(1+) to produce 2-[4-[(e)-3-(3,4-dichlorophenyl)prop-2-enoyl]-7-oxo-1,4-diazepan-1-yl]-n-methoxy-n-methylacetamide.",train,1,0
"Iodoethane and 3-(3-chloro-2-fluorophenyl)-3-methoxypyrrolidine react together in the presence of oxolane, n,n-diethylethanamine to produce 3-(3-chloro-2-fluorophenyl)-1-ethyl-3-methoxypyrrolidine.",train,1,0
"2-methylpropan-2-olate and methyl 3-[6-[[3-[(3s)-1,4-dioxaspiro[4.5]decan-3-yl]-1,2,4-thiadiazol-5-yl]amino]-5-(2-methylpyridin-3-yl)oxypyridin-3-yl]sulfanylpropanoate react together in the presence of bromomethylcyclopropane, oxolane, ethyl acetate, n,n-dimethylformamide, potassium(1+) to produce n-[5-(cyclopropylmethylsulfanyl)-3-(2-methylpyridin-3-yl)oxypyridin-2-yl]-3-[(3s)-1,4-dioxaspiro[4.5]decan-3-yl]-1,2,4-thiadiazol-5-amine.",train,0,1
"Methylsulfinylmethane and 1-(4-nitrophenyl)imidazolidin-2-one react together in the presence of iodomethane, oxidane, potassium(1+), hydroxide to produce 1-methyl-3-(4-nitrophenyl)imidazolidin-2-one.",train,0,1
"4-iodobutylbenzene and 4-benzylsulfanylazetidin-2-one react together in the presence of oxolane, hydride, sodium(1+) to produce 4-benzylsulfanyl-1-(4-phenylbutyl)azetidin-2-one.",train,1,0
"3-bromoprop-1-enylbenzene and 2-(4-chloro-2-methylimidazo[4,5-c]quinolin-1-yl)ethanol react together in the presence of benzyl(trimethyl)azanium, dichloromethane, chloride, sodium(1+), hydroxide to produce 4-chloro-2-methyl-1-[2-[(e)-3-phenylprop-2-enoxy]ethyl]imidazo[4,5-c]quinoline.",train,0,1
"Diethyl propanedioate and 2-bromo-1,1-diethoxyethane react together in the presence of hexane, ethoxyethane, n,n-dimethylformamide, hydride, sodium(1+) to produce diethyl 2-(2,2-diethoxyethyl)propanedioate.",train,0,1
"Bromomethylcyclopropane and ethyl 1,3-dithiane-2-carboxylate react together in the presence of n,n-dimethylformamide, toluene, hydride, sodium(1+) to produce ethyl 2-(cyclopropylmethyl)-1,3-dithiane-2-carboxylate.",train,0,1
"Carbonate and 2,3-dihydro-1h-indole react together in the presence of n,n-dimethylformamide, dimethyl carbonate, oxidane, potassium(1+) to produce 1-methyl-2,3-dihydroindole.",train,0,1
"N-(1-nitro-5,6,7,8-tetrahydronaphthalen-2-yl)acetamide reacts in the presence of iodomethane, methanol, chlorane to produce n-methyl-1-nitro-5,6,7,8-tetrahydronaphthalen-2-amine.",train,1,0
"1-bromononane and 1-(2-hydroxyethyl)pyrrolidin-2-one react together in the presence of methylsulfinylmethane, potassium(1+), hydroxide to produce 1-(2-nonoxyethyl)pyrrolidin-2-one.",train,0,1
"Piperazine and 4-(3-iodopropyl)benzonitrile react together in the presence of oxolane, potassium to produce 4-(3-piperazin-1-ylpropyl)benzonitrile.",train,1,0
"(2r)-2-bromohexanoic acid and (2s)-2-hydroxy-1-[4-(methoxymethoxy)piperidin-1-yl]-3-phenylpropan-1-one react together in the presence of oxolane, acetic acid, methanol, molecular nitrogen, hydride, sodium(1+) to produce (2s)-2-[(2s)-1-[4-(methoxymethoxy)piperidin-1-yl]-1-oxo-3-phenylpropan-2-yl]oxyhexanoic acid.",train,1,0
"Ethyl (3r)-1-(2-bromoethyl)piperidine-3-carboxylate and 2,2-diphenylacetaldehyde react together in the presence of bromane, toluene, hydride, sodium(1+) to produce ethyl (3r)-1-[2-(2,2-diphenylethenoxy)ethyl]piperidine-3-carboxylate.",train,1,0
"3-(1,3-benzodioxol-5-yl)-1-pentyl-3h-indol-2-one and methyl 2-bromoacetate react together in the presence of oxolane, hydride, sodium(1+) to produce methyl 2-[3-(1,3-benzodioxol-5-yl)-2-oxo-1-pentylindol-3-yl]acetate.",train,0,1
Tert-butyl n-piperidin-4-ylcarbamate and iodomethane react together to produce tert-butyl n-(1-methylpiperidin-4-yl)carbamate.,train,0,1
"2,3-dibromoprop-1-ene and ethyl 3-oxo-3-phenylpropanoate react together in the presence of ethyl acetate, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce ethyl 2-benzoyl-4-bromopent-4-enoate.",train,0,1
"Methyl 3-sulfanylpropanoate and 1,12-diiodododecane react together in the presence of acetonitrile, hexane, ethyl acetate, carbonate, potassium(1+) to produce methyl 3-(12-iodododecylsulfanyl)propanoate.",train,1,0
"3-bromoprop-1-yne and 2-imidazo[4,5-c]quinolin-1-ylethanol react together in the presence of benzyl(trimethyl)azanium, chloride, sodium(1+), hydroxide to produce 1-(2-prop-2-ynoxyethyl)imidazo[4,5-c]quinoline.",train,1,0
"N,n-diethylethanamine and 3-(3-chloro-2-fluorophenyl)-3-methoxypyrrolidine react together in the presence of oxolane, iodoethane, oxidane to produce 3-(3-chloro-2-fluorophenyl)-1-ethyl-3-methoxypyrrolidine.",train,1,0
"Tert-butyl (3r)-3-(8-chloro-2-oxo-3,5-dihydro-1h-1,4-benzodiazepin-4-yl)pyrrolidine-1-carboxylate and iodoethane react together in the presence of oxolane, hydride, sodium(1+) to produce tert-butyl (3r)-3-(8-chloro-1-ethyl-2-oxo-3,5-dihydro-1,4-benzodiazepin-4-yl)pyrrolidine-1-carboxylate.",train,1,0
"Ethyl 3-oxo-3-phenylpropanoate and 2-bromo-1-cyclohexylethanone react together in the presence of ethyl acetate, oxidane, chloride, sodium(1+) to produce ethyl 2-benzoyl-4-cyclohexyl-4-oxobutanoate.",train,0,1
"1-(2-methoxyphenyl)piperazine and 1-bromo-2-chloroethane react together in the presence of ethyl acetate, methylsulfinylmethane, chlorane, dichloromethane, sodium(1+), hydroxide to produce 1-(2-chloroethyl)-4-(2-methoxyphenyl)piperazine.",train,1,0
"2-(2-bromoethyl)-1,3-dioxolane and ethyl 3-(4-benzylpiperazin-1-yl)-3-oxopropanoate react together in the presence of n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce ethyl 2-(4-benzylpiperazine-1-carbonyl)-4-(1,3-dioxolan-2-yl)butanoate.",train,0,1
"2-(3-methoxyphenyl)acetonitrile and 1-chloro-2-(2-chloroethoxy)ethane react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce 4-(3-methoxyphenyl)oxane-4-carbonitrile.",train,1,0
"Tert-butyl 2-bromoacetate and 1-(5-nitropyridin-2-yl)azetidin-3-ol react together in the presence of hydride, sodium(1+) to produce tert-butyl 2-[1-(5-nitropyridin-2-yl)azetidin-3-yl]oxyacetate.",train,0,1
"2-bromoethylbenzene and diethyl propanedioate react together in the presence of ethoxyethane, n,n-dimethylformamide, hydride, sodium(1+) to produce diethyl 2-(2-phenylethyl)propanedioate.",train,0,1
"Ethyl 2-cyanoacetate and 2-bromo-1-(3-chlorophenyl)-3-(4-chlorophenyl)propan-1-one react together in the presence of ethyl acetate, n,n-dimethylformamide, oxidane, carbonate, potassium(1+) to produce ethyl 4-(3-chlorophenyl)-3-[(4-chlorophenyl)methyl]-2-cyano-4-oxobutanoate.",train,0,1
"Ethyl 1-(2-bromoethyl)piperidine-3-carboxylate and 3-phenylpropan-1-ol react together in the presence of bromane, toluene, oxidane, hydride, sodium(1+) to produce ethyl 1-[2-(3-phenylpropoxy)ethyl]piperidine-3-carboxylate.",train,1,0
"Azane and 3-[2-adamantylidene(2-iodoethoxy)methyl]phenol react together in the presence of oxolane, carbondioxide to produce 3-[2-adamantylidene(2-aminoethoxy)methyl]phenol.",train,0,1
"4-bromobut-1-ene and diethyl propanedioate react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce diethyl 2-but-3-enylpropanedioate.",train,0,1
"2-methylbut-3-yn-2-ol and methyl 2-bromopropanoate react together in the presence of oxolane, hydride, sodium(1+) to produce methyl 2-(2-methylbut-3-yn-2-yloxy)propanoate.",train,0,1
"1-o-benzyl 3-o-tert-butyl propanedioate and tert-butyl (2r)-4-bromo-2-[(2-methylpropan-2-yl)oxycarbonylamino]butanoate react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce 1-o-benzyl 1-o,4-o-ditert-butyl (4r)-4-[(2-methylpropan-2-yl)oxycarbonylamino]butane-1,1,4-tricarboxylate.",train,1,0
"3-bromoprop-1-yne and methyl 2-hydroxy-2-methylpropanoate react together in the presence of n,n-dimethylformamide, toluene, hydride, sodium(1+) to produce methyl 2-methyl-2-prop-1-ynoxypropanoate.",train,1,0
"4-cyclopropyl-6-oxo-2-sulfanyl-1h-pyridine-3-carbonitrile and 2-bromoacetamide react together in the presence of morpholine, n,n-dimethylformamide to produce 2-[(3-cyano-4-cyclopropyl-6-oxo-1h-pyridin-2-yl)sulfanyl]acetamide.",train,0,1
"6-methylheptane-2,4-dione and ethyl 2-bromoacetate react together in the presence of oxolane, hydride, sodium(1+) to produce ethyl 3-acetyl-6-methyl-4-oxoheptanoate.",train,0,1
"2-methylpropan-2-olate and 2-(2-hydroxyethoxy)ethanol react together in the presence of 3-bromoprop-1-yne, oxolane, toluene, oxidane, chloride, potassium(1+), sodium(1+) to produce 2-(2-prop-2-ynoxyethoxy)ethanol.",train,1,0
"6-bromohex-1-ene and diethyl 2-(4,4,5,5,5-pentafluoropentyl)propanedioate react together in the presence of methylsulfinylmethane, oxidane, hydride, sodium(1+) to produce diethyl 2-hex-5-enyl-2-(4,4,5,5,5-pentafluoropentyl)propanedioate.",train,0,1
"Ethyl 2-chloro-2-cyano-5-oxopentanoate and ethyl 2-cyanoacetate react together in the presence of (e)-but-2-enal, ethyl 2,2-dichloro-2-cyanoacetate, ethyl acetate, carbonate, potassium(1+) to produce ethyl 2-chloro-2-cyano-3-methyl-5-oxopentanoate.",train,1,0
"3-bromopropylbenzene and diethyl propanedioate react together in the presence of n,n-dimethylformamide, hydride, sodium(1+) to produce diethyl 2-(3-phenylpropyl)propanedioate.",train,0,1
"Iodomethane and 4-piperidin-4-yl-1,3-dihydroindol-2-one react together in the presence of acetonitrile, methanol to produce 4-(1-methylpiperidin-4-yl)-1,3-dihydroindol-2-one.",train,0,1
"(e)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-ol and bromoethane react together in the presence of methanol, oxidane, hydride, sodium(1+), benzene to produce 2-[(e)-3-ethoxybut-1-enyl]-1,3,3-trimethylcyclohexene.",train,0,1
"4-benzyl-3-(bromomethyl)morpholine and diethyl propanedioate react together in the presence of ethyl acetate, n,n-dimethylformamide, sodium(1+), hydroxide to produce diethyl 2-[(4-benzylmorpholin-3-yl)methyl]propanedioate.",train,0,1
"Iodomethane and 7-bromo-4,4,6-trimethyl-1,3-dihydroquinolin-2-one react together in the presence of methylsulfinylmethane, oxidane, potassium(1+), hydroxide to produce 7-bromo-1,4,4,6-tetramethyl-3h-quinolin-2-one.",train,0,1
"3-bromoprop-1-ene and ethyl 3-oxo-3-phenylpropanoate react together in the presence of acetic acid, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce ethyl 2-benzoylpent-4-enoate.",train,0,1
"4-methylpent-3-en-2-one and 1-bromopentane react together in the presence of ethoxyethane, azane, azanide, sodium(1+), sodium to produce 3-prop-1-en-2-yloctan-2-one.",train,0,1
"1-o-benzyl 3-o-tert-butyl propanedioate and 1-bromoundecane react together in the presence of ethoxyethane, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce 3-o-benzyl 1-o-tert-butyl 2-undecylpropanedioate.",train,0,1
Oxolane and 6-bromohexoxy-tert-butyl-dimethylsilane react together in the presence of methylsulfinylmethane to produce tert-butyl-dimethyl-oct-7-ynoxysilane.,train,0,1
"3-bromoprop-1-yne and 2-[2-(2-methoxyethyl)imidazo[4,5-c]quinolin-1-yl]ethanol react together to produce 2-(2-methoxyethyl)-1-(2-prop-2-ynoxyethyl)imidazo[4,5-c]quinoline.",train,0,1
"N-[2-[2-fluoro-4-methyl-5-(2,2,2-trifluoroethylsulfanyl)phenyl]-5-(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentoxy)pyrazol-3-yl]acetamide reacts in the presence of iodomethane, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce 2-[2-fluoro-4-methyl-5-(2,2,2-trifluoroethylsulfanyl)phenyl]-n-methyl-5-(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentoxy)pyrazol-3-amine.",train,0,1
"Heptane-3,5-dione and ethyl 2-bromoacetate react together in the presence of oxolane, chloride, hydride, azanium, sodium(1+) to produce ethyl 4-oxo-3-propanoylhexanoate.",train,1,0
"Butyl 1-(5-bromopentyl)cyclopentane-1-carboxylate and 1-(isocyanomethylsulfonyl)-4-methylbenzene react together in the presence of tetrabutylazanium, methylsulfinylmethane, hydride, iodide, sodium(1+) to produce butyl 1-[11-(1-butoxycarbonylcyclopentyl)-6-isocyano-6-(4-methylphenyl)sulfonylundecyl]cyclopentane-1-carboxylate.",train,0,1
"N-[4-[2-(tert-butylsulfamoyl)phenyl]phenyl]-2-chloroacetamide and 3h-benzimidazole-5-carbonitrile react together in the presence of n,n-dimethylformamide, carbonate, potassium(1+) to produce n-[4-[2-(tert-butylsulfamoyl)phenyl]phenyl]-2-(6-cyano-1h-benzimidazol-2-yl)acetamide.",train,1,0
"2-methylpropan-2-olate and 2,4-dichloro-6a,7,9,10-tetrahydro-5h-[1,4]oxazino[3,4-h]pteridin-6-one react together in the presence of iodomethane, methylsulfinylmethane to produce 2,4-dichloro-5-methyl-6a,7,9,10-tetrahydro-[1,4]oxazino[3,4-h]pteridin-6-one.",train,1,0
"2-methyl-4-nitro-n-prop-2-enylaniline and iodomethane react together in the presence of methylsulfinylmethane, sodium(1+), hydroxide to produce n,2-dimethyl-4-nitro-n-prop-2-enylaniline.",train,0,1
"1-bromo-2-(2-bromoethoxy)ethane and 2-(4-methylsulfanylphenyl)acetonitrile react together in the presence of hydride, iodide, potassium(1+), sodium(1+) to produce 4-(4-methylsulfanylphenyl)oxane-4-carbonitrile.",train,0,1
"2-(3,4-diethoxyphenyl)-4-[6-(oxiran-2-yl)pyridin-2-yl]-1,3-thiazole and hydroxide react together in the presence of methylsulfinylmethane, oxidane, potassium(1+) to produce 1-[6-[2-(3,4-diethoxyphenyl)-1,3-thiazol-4-yl]pyridin-2-yl]ethane-1,2-diol.",train,1,0
"Ethyl 2-bromoacetate and 3-oxo-3-phenylpropanenitrile react together in the presence of toluene, oxidane, hydride, sodium(1+) to produce ethyl 3-cyano-4-oxo-4-phenylbutanoate.",train,1,0
"Ethyl 6-iodo-4-oxo-1-[(3r)-pyrrolidin-3-yl]quinoline-3-carboxylate and carbonate react together in the presence of oxolane, iodomethane, potassium(1+) to produce ethyl 6-iodo-1-[(3r)-1-methylpyrrolidin-3-yl]-4-oxoquinoline-3-carboxylate.",train,0,1
Ethyl 2-(4-but-2-ynoxyphenyl)sulfonylacetate and 6-bromohexanenitrile react together to produce ethyl 2-(4-but-2-ynoxyphenyl)sulfonyl-7-cyanoheptanoate.,train,1,0
"2-[di(propan-2-yloxy)phosphorylmethyl-propan-2-yloxyphosphoryl]oxypropane and ethyl 2-bromoacetate react together in the presence of oxolane, oxidane, hydride, sodium(1+) to produce ethyl 3,3-bis[di(propan-2-yloxy)phosphoryl]propanoate.",train,1,0
"Methyl 3-[6-[[3-[(3s)-1,4-dioxaspiro[4.5]decan-3-yl]-1,2,4-thiadiazol-5-yl]amino]-5-(1,3,5-trimethylpyrazol-4-yl)oxypyridin-3-yl]sulfanylpropanoate and 1-bromo-2-methoxyethane react together in the presence of oxolane, 2-methylpropan-2-olate, n,n-dimethylformamide, potassium(1+) to produce 3-[(3s)-1,4-dioxaspiro[4.5]decan-3-yl]-n-[5-(2-methoxyethylsulfanyl)-3-(1,3,5-trimethylpyrazol-4-yl)oxypyridin-2-yl]-1,2,4-thiadiazol-5-amine.",train,1,0
"(4s)-2-bromobicyclo[2.2.1]heptane-1-carboxylic acid reacts in the presence of acetic acid, zinc to produce bicyclo[2.2.1]heptane-1-carboxylic acid.",train,0,1
"3-bromoprop-1-yne and 2-(2-octylimidazo[4,5-c]quinolin-1-yl)ethanol react together to produce 2-octyl-1-(2-prop-2-ynoxyethyl)imidazo[4,5-c]quinoline.",train,0,1
"Tert-butyl n-[1-[6-(2,2,2-trifluoroethoxy)pyridin-3-yl]ethyl]carbamate and iodoethane react together to produce tert-butyl n-ethyl-n-[1-[6-(2,2,2-trifluoroethoxy)pyridin-3-yl]ethyl]carbamate.",train,0,1
"3-bromoprop-1-yne and 2-(4-amino-2-methyl-6,7,8,9-tetrahydroimidazo[4,5-c]quinolin-1-yl)ethanol react together to produce 2-methyl-1-(2-prop-2-ynoxyethyl)-6,7,8,9-tetrahydroimidazo[4,5-c]quinolin-4-amine.",train,1,0
"Ethyl 8-bromo-2,2-dimethyloctanoate and 1-(isocyanomethylsulfonyl)-4-methylbenzene react together in the presence of tetrabutylazanium, methylsulfinylmethane, hydride, iodide, sodium(1+) to produce diethyl 9-isocyano-2,2,16,16-tetramethyl-9-(4-methylphenyl)sulfonylheptadecanedioate.",train,0,1
"3-bromoprop-1-yne and 2-(2-butylimidazo[4,5-c]quinolin-1-yl)ethanol react together to produce 2-butyl-1-(2-prop-2-ynoxyethyl)imidazo[4,5-c]quinoline.",train,0,1
"N-[3-bromo-4-(trifluoromethoxy)phenyl]-2,2,2-trifluoroacetamide reacts in the presence of iodomethane, n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce 3-bromo-n-methyl-4-(trifluoromethoxy)aniline.",train,1,0
"N-[4-[4-(3-bromo-4-fluorophenyl)-5-oxo-1,2,4-oxadiazol-3-yl]-1,2,5-oxadiazol-3-yl]-2,2,2-trifluoroacetamide reacts in the presence of iodomethane, n,n-dimethylformamide, oxidane, carbonate, chloride, potassium(1+), sodium(1+) to produce 4-(3-bromo-4-fluorophenyl)-3-[4-(methylamino)-1,2,5-oxadiazol-3-yl]-1,2,4-oxadiazol-5-one.",train,0,1
"3-bromo-n-methoxy-n-methylpropanamide and 1-[(e)-3-(3,4-dichlorophenyl)prop-2-enoyl]-1,4-diazepan-5-one react together in the presence of oxolane, hydrogen sulfate, hydride, potassium(1+), sodium(1+) to produce 3-[4-[(e)-3-(3,4-dichlorophenyl)prop-2-enoyl]-7-oxo-1,4-diazepan-1-yl]-n-methoxy-n-methylpropanamide.",train,1,0
"Ethyl 2-bromoacetate and 1-(4-methoxyphenyl)-2-phenylethanone react together in the presence of methylsulfinylmethane, toluene, hydride, sodium(1+) to produce ethyl 4-(4-methoxyphenyl)-4-oxo-3-phenylbutanoate.",train,0,1
"3-bromoprop-1-yne and 2-(2-methylimidazo[4,5-c]quinolin-1-yl)ethanol react together to produce 2-methyl-1-(2-prop-2-ynoxyethyl)imidazo[4,5-c]quinoline.",train,0,1
"Iodomethane and 5-nitro-2,3-dihydro-1h-indole react together in the presence of propan-2-one, oxidane, potassium(1+), hydroxide to produce 1-methyl-5-nitro-2,3-dihydroindole.",train,0,1
"Acetonitrile and 4-(4-chlorophenyl)sulfonyl-5,8-difluoro-3-(2-iodoethyl)-3,4-dihydro-2h-chromene react together in the presence of chlorane to produce 3-[4-(4-chlorophenyl)sulfonyl-5,8-difluoro-3,4-dihydro-2h-chromen-3-yl]propanenitrile.",train,0,1
"2-[6-bromo-2-methyl-2-(4-methylphenyl)hexoxy]oxane and 1-(isocyanomethylsulfonyl)-4-methylbenzene react together in the presence of tetrabutylazanium, ethoxyethane, methylsulfinylmethane, hydride, iodide, sodium(1+) to produce 2-[7-isocyano-2,12-dimethyl-2,12-bis(4-methylphenyl)-7-(4-methylphenyl)sulfonyl-13-(oxan-2-yloxy)tridecoxy]oxane.",train,0,1
3-bromoprop-1-yne and 2-methoxy-2-[3-(naphthalen-2-ylmethoxy)phenyl]butan-1-ol react together to produce 2-[[3-(2-methoxy-1-prop-2-ynoxybutan-2-yl)phenoxy]methyl]naphthalene.,train,0,1
"Bis(prop-2-enyl) 2-[(4-methoxycarbonylphenyl)methyl]propanedioate and 4-(2-bromoethyl)benzonitrile react together in the presence of n,n-dimethylformamide, oxidane, hydride, sodium(1+) to produce bis(prop-2-enyl) 2-[2-(4-cyanophenyl)ethyl]-2-[(4-methoxycarbonylphenyl)methyl]propanedioate.",train,1,0
