reaction,split,not_high_yielding,high_yielding
"(1,1-diacetyloxy-3-oxo-1lambda5,2-benziodoxol-1-yl) acetate and 7-(3-chlorophenyl)-1-(5-pyridin-2-yl-1,3-oxazol-2-yl)hept-6-yn-1-one react together in the presence of oxolane, nickel to produce 7-(3-chlorophenyl)-1-(5-pyridin-2-yl-1,3-oxazol-2-yl)heptan-1-one.",train,1,0
"Methyl 19-cyclohexyl-10-[3-[(2-methylpropan-2-yl)oxy]-3-oxopropyl]-8-oxa-12-azatetracyclo[10.7.0.02,7.013,18]nonadeca-1(19),2,4,6,13(18),14,16-heptaene-15-carboxylate and 2,2,2-trifluoroacetic acid react together in the presence of dichloromethane, oxidane to produce 3-(19-cyclohexyl-15-methoxycarbonyl-8-oxa-12-azatetracyclo[10.7.0.02,7.013,18]nonadeca-1(19),2,4,6,13(18),14,16-heptaen-10-yl)propanoic acid.",train,1,0
Ethyl (e)-3-oxo-5-phenylpent-4-enoate and pyridin-2-ylhydrazine react together in the presence of acetic acid to produce 5-(2-phenylethenyl)-2-pyridin-2-yl-1h-pyrazol-3-one.,train,1,0
"N-[[3-fluoro-4-[2-(4-methylsulfonylphenyl)thieno[3,2-b]pyridin-7-yl]oxyphenyl]carbamothioyl]-2-phenylacetamide and 3-fluoro-4-thieno[3,2-b]pyridin-7-yloxyaniline react together to produce n-[(3-fluoro-4-thieno[3,2-b]pyridin-7-yloxyphenyl)carbamothioyl]-2-phenylacetamide.",test,1,0
"Iodomethane and [3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylcarbamoyl]oxymethyl pyridine-3-carboxylate react together in the presence of nitromethane to produce [3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-methylcarbamoyl]oxymethyl 1-methylpyridin-1-ium-3-carboxylate.",train,0,1
"3-chloro-6-methylpyridazine and ethyl piperidine-4-carboxylate react together in the presence of n-ethyl-n-propan-2-ylpropan-2-amine, 1-methylpyrrolidin-2-one to produce ethyl 1-(6-methylpyridazin-3-yl)piperidine-4-carboxylate.",train,1,0
(2-methoxypyridin-3-yl)boronic acid and n-[1-[1-(3-bromophenyl)benzimidazol-5-yl]ethyl]formamide react together to produce n-[1-[1-[3-(2-methoxypyridin-3-yl)phenyl]benzimidazol-5-yl]ethyl]formamide.,train,0,1
Ethyl 3-anilinodec-2-enoate reacts in the presence of phenoxybenzene to produce 2-heptyl-1h-quinolin-4-one.,train,1,0
Phenyl n-(2-methylquinolin-3-yl)carbamate and 1-(2-methylsulfanylphenyl)piperazine react together to produce n-(2-methylquinolin-3-yl)-4-(2-methylsulfanylphenyl)piperazine-1-carboxamide.,train,0,1
"4-phenylbut-3-en-2-one and ethyl 3-amino-3-iminopropanoate react together in the presence of ethanol to produce ethyl 2-amino-6-methyl-4-phenyl-1,4-dihydropyridine-3-carboxylate.",train,0,1
"Ethyl 3-anilino-2-cyano-3-methylsulfanylprop-2-enoate and methylimino(oxo)methane react together to produce 1-methyl-4-methylsulfanyl-2,6-dioxo-3-phenylpyrimidine-5-carbonitrile.",train,1,0
2-[[n-[(3-chlorophenyl)carbamoyl]carbamimidoyl]-methylamino]acetic acid and propan-2-ol react together in the presence of chlorane to produce chlorane.,train,1,0
"9-phenoxyacridine and n'-(3-aminopropyl)butane-1,4-diamine react together to produce acridine.",train,1,0
Acetic acid and 2-chloro-4-[[5-[(2r)-2-(methylamino)propoxy]quinazolin-4-yl]amino]phenol react together to produce n-[(2r)-1-[4-(3-chloro-4-hydroxyanilino)quinazolin-5-yl]oxypropan-2-yl]-n-methylacetamide.,train,0,1
"4-(4-chlorophenyl)oxane-2,6-dione and 2-amino-5-chlorophenol react together in the presence of dichloromethane to produce 5-(4-chloro-2-hydroxyanilino)-3-(4-chlorophenyl)-5-oxopentanoic acid.",train,0,1
"Methyl 1-(2-methyl-7-nitro-1-oxo-3h-isoindol-4-yl)piperidine-4-carboxylate and molecular hydrogen react together in the presence of methanol, palladium to produce methyl 1-(7-amino-2-methyl-1-oxo-3h-isoindol-4-yl)piperidine-4-carboxylate.",train,0,1
"Methyl 2-[5-[3-[2-(2-chlorophenyl)propyl-[[2-chloro-3-(trifluoromethyl)phenyl]methyl]amino]propoxy]cyclohexa-2,4-dien-1-ylidene]acetate and 2-(4-chlorophenyl)-n-[[2-chloro-3-(trifluoromethyl)phenyl]methyl]propan-1-amine react together to produce methyl 2-[5-[3-[2-(4-chlorophenyl)propyl-[[2-chloro-3-(trifluoromethyl)phenyl]methyl]amino]propoxy]cyclohexa-2,4-dien-1-ylidene]acetate.",train,1,0
"(4-nitrophenyl)methyl (4r,5s,6s)-3-[2-(diethylcarbamoyl)phenyl]sulfinyl-6-[(1r)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate and 4-sulfanylpyrrolidin-2-one react together to produce (4-nitrophenyl)methyl (4r,5s,6s)-6-[(1r)-1-hydroxyethyl]-4-methyl-7-oxo-3-(5-oxopyrrolidin-3-yl)sulfanyl-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylate.",test,1,0
"1-phenylbutane-1,3-dione and 3-benzylsulfanyl-1h-1,2,4-triazol-5-amine react together in the presence of acetic acid to produce 2-benzylsulfanyl-7-methyl-5-phenyl-[1,2,4]triazolo[1,5-a]pyrimidine.",train,1,0
"N-(1-morpholin-4-ylethylideneamino)-4-nitroaniline and 1-isocyanatopropane react together in the presence of n,n-dimethylpyridin-4-amine, dichloromethane to produce 5-methyl-2-(4-nitrophenyl)-4-propyl-1,2,4-triazol-3-one.",train,1,0
3-[[6-cyclopropyl-3-(pyrimidin-5-ylamino)pyridine-2-carbonyl]amino]pyridine-4-carboxylic acid and 3-(methylamino)propan-1-ol react together to produce 6-cyclopropyl-n-[4-[3-hydroxypropyl(methyl)carbamoyl]pyridin-3-yl]-3-(pyrimidin-5-ylamino)pyridine-2-carboxamide.,train,1,0
2-methoxy-6-(3-methoxyphenyl)naphthalene-1-carboxylic acid and aniline react together to produce 2-methoxy-6-(3-methoxyphenyl)-n-phenylnaphthalene-1-carboxamide.,train,0,1
"4-chloro-2-[(dimethylamino)methyl]naphthalen-1-ol and molecular hydrogen react together in the presence of ethanol, palladium to produce 2-methylnaphthalen-1-ol.",test,0,1
"Morpholine and 3-[(3s)-4-[(3,4-dichlorophenyl)carbamoyl]-3-methyl-2-oxopiperazin-1-yl]propanoic acid react together to produce (2s)-n-(3,4-dichlorophenyl)-2-methyl-4-(3-morpholin-4-yl-3-oxopropyl)-3-oxopiperazine-1-carboxamide.",train,1,0
"N-tert-butyl-3-[4-[4-methyl-6-[4-(trifluoromethyl)phenyl]pyrimidin-2-yl]pyridin-2-yl]benzenesulfonamide and 2,2,2-trifluoroacetic acid react together in the presence of dichloromethane to produce 3-[4-[4-methyl-6-[4-(trifluoromethyl)phenyl]pyrimidin-2-yl]pyridin-2-yl]benzenesulfonamide.",train,1,0
"Ethyl 2-ethoxy-2-[2-methyl-4-(4-methyl-2-prop-2-enoxyphenyl)-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-b]pyridin-3-yl]acetate and 1,3-dimethyl-1,3-diazinane-2,4,6-trione react together in the presence of dichloromethane to produce ethyl 2-ethoxy-2-[4-(2-hydroxy-4-methylphenyl)-2-methyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-b]pyridin-3-yl]acetate.",train,0,1
"1-(1,3-benzodioxole-5-carbonyl)-4-hydroxypyrrolidine-2-carboxylic acid and 4-hydroxy-1-(3,4,5-trimethoxybenzoyl)pyrrolidine-2-carboxylic acid react together to produce methyl 4-hydroxy-1-(3,4,5-trimethoxybenzoyl)pyrrolidine-2-carboxylate.",train,1,0
5-bromo-n-[3-(2h-tetrazol-5-yl)phenyl]thiophene-2-sulfonamide and (2-methylphenyl)boronic acid react together to produce 5-(2-methylphenyl)-n-[3-(2h-tetrazol-5-yl)phenyl]thiophene-2-sulfonamide.,train,1,0
"3,4-dimethylcyclohex-3-ene-1-carboxylic acid reacts in the presence of platinum to produce bis(3,4-dimethylphenyl)methanone.",train,1,0
Phenyl 1-hydroxynaphthalene-2-carboxylate and nitric acid react together in the presence of chloroform to produce phenyl 1-hydroxy-4-nitronaphthalene-2-carboxylate.,train,1,0
"(2r)-4-(dimethylcarbamoyl)-1-[[4-(4-fluorophenyl)-3,6-dihydro-2h-pyridin-1-yl]sulfonyl]piperazine-2-carboxylic acid reacts in the presence of oxolane, ethanol, palladium to produce (2r)-4-(dimethylcarbamoyl)-1-[4-(4-fluorophenyl)piperidin-1-yl]sulfonylpiperazine-2-carboxylic acid.",train,0,1
"3,4-dimethoxybenzaldehyde and 1-bromo-2-(dimethoxymethyl)benzene react together to produce [2-(dimethoxymethyl)phenyl]-(3,4-dimethoxyphenyl)methanol.",train,0,1
"Dimethyl carbonate and 1-ethyl-2-methyl-4,5-dihydroimidazole react together to produce methyl carbonate.",train,0,1
"2,6-dinitrobenzonitrile and ethanamine react together in the presence of oxolane to produce 2-(ethylamino)-6-nitrobenzonitrile.",train,0,1
3-nitrobenzenesulfonyl chloride and [(2r)-oxiran-2-yl]methanol react together to produce oxiran-2-ylmethyl 3-nitrobenzenesulfonate.,train,0,1
5-methylfuran-2-carbaldehyde and 1-(1-chloronaphthalen-2-yl)oxypropan-2-amine react together to produce 1-(1-chloronaphthalen-2-yl)oxy-n-[(5-methylfuran-2-yl)methyl]propan-2-amine.,train,1,0
"2-(2,2-dimethyl-5-oxo-1,3-dioxolan-4-ylidene)acetyl chloride and 1-phenyl-n-phenylmethoxymethanamine react together to produce n-benzyl-2-(2,2-dimethyl-5-oxo-1,3-dioxolan-4-ylidene)-n-phenylmethoxyacetamide.",train,0,1
"Azane and 4-chloro-1-(2-methylpropyl)imidazo[4,5-c]quinoline react together in the presence of methanol to produce 1-(2-methylpropyl)imidazo[4,5-c]quinolin-4-amine.",train,0,1
Ethyl n-(6-chloro-3-methoxyquinoxalin-2-yl)carbamate and 1-(4-piperazin-1-ylphenyl)ethanone react together to produce 4-(4-acetylphenyl)-n-(6-chloro-3-methoxyquinoxalin-2-yl)piperazine-1-carboxamide.,train,0,1
"(3r)-2,3,4,9-tetrahydro-1h-pyrido[3,4-b]indole-3-carboxylic acid and ethyl (3s)-2,3,4,9-tetrahydro-1h-pyrido[3,4-b]indole-3-carboxylate react together to produce ethyl (3r)-2,3,4,9-tetrahydro-1h-pyrido[3,4-b]indole-3-carboxylate.",train,1,0
"8-o-tert-butyl 3-o-ethyl 2,8-diazaspiro[4.5]decane-3,8-dicarboxylate and tert-butyl 3-formylazetidine-1-carboxylate react together to produce 2-o-tert-butyl 6-o-ethyl 2,7-diazaspiro[3.4]octane-2,6-dicarboxylate.",train,0,1
"1,1,3,3-tetraethoxypropane and 3-[2-(4-chlorophenoxy)ethylsulfanyl]-1h-1,2,4-triazol-5-amine react together to produce 2-[2-(4-chlorophenoxy)ethylsulfanyl]-[1,2,4]triazolo[1,5-a]pyrimidine.",train,1,0
