smiles,split,high_yielding,not_high_yielding
N#CCNCCC(c1ccccc1)c1ccccc1.O=C([O-])[O-]>CC#N.CI.ClCCl.[K+]>CN(CC#N)CCC(c1ccccc1)c1ccccc1,train,0,1
CC(C)(C)OC(=O)CC(=O)OC(C)(C)C.O=C1c2ccccc2C(=O)N1CCCCCCCCCCCCBr>C1CCCCC1.CCOCC.CN(C)C=O.[H-].[Na+]>CC(C)(C)OC(=O)C(CCCCCCCCCCCCN1C(=O)c2ccccc2C1=O)C(=O)OC(C)(C)C,train,0,1
CCOC(=O)C(CCCC(F)(F)C(F)(F)F)C(=O)OCC.ClCCCCCBr>CS(C)=O.O.[H-].[Na+]>CCOC(=O)C(CCCCCCl)(CCCC(F)(F)C(F)(F)F)C(=O)OCC,train,1,0
CC(C)(C)OC(=O)N[C@@H]1C=C[C@H](CBr)C1.CCOC(=O)CC(=O)OCC>CCOC(C)=O.CN(C)C=O.[H-].[Na+]>CCOC(=O)C(C[C@@H]1C=C[C@H](NC(=O)OC(C)(C)C)C1)C(=O)OCC,train,0,1
C=C(Br)CBr.CCOC(=O)C(NC(C)=O)C(=O)OCC>C1CCOC1.CCOC(C)=O.[H-].[Na+]>C=C(Br)CCC(=O)NC(C(=O)OCC)C(=O)OCC,train,1,0
C#C.C[Si](C)(C)CCCO>CS(C)=O.[K+].[OH-]>C=COCCC[Si](C)(C)C,train,1,0
O=C(Nc1nc(Cl)cc(Cl)n1)C(F)(F)F>CC(C)=O.CI.O.O=C([O-])[O-].[K+]>CNc1nc(Cl)cc(Cl)n1,train,1,0
BrCCOCc1ccccc1.CCOC(=O)CC(=O)OC(C)(C)C>CCCCCC.CCOC(C)=O.CN(C)C=O.O.[H-].[Na+]>CCOC(=O)C(CCOCc1ccccc1)C(=O)OC(C)(C)C,train,1,0
CC(C)(C)OC(=O)CBr.O=[N+]([O-])c1ccc(N2CCC(O)C2)nc1>[H-].[Na+]>CC(C)(C)OC(=O)COC1CCN(c2ccc([N+](=O)[O-])cn2)C1,train,0,1
CON(C)C(=O)CBr.O=C1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCN1>C1CCOC1.O=S(=O)([O-])O.[H-].[K+].[Na+]>CON(C)C(=O)CN1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCC1=O,train,0,1
CCI.COC1(c2cccc(Cl)c2F)CCNC1>C1CCOC1.CCN(CC)CC>CCN1CCC(OC)(c2cccc(Cl)c2F)C1,train,0,1
CC(C)(C)[O-].COC(=O)CCSc1cnc(Nc2nc([C@H]3COC4(CCCCC4)O3)ns2)c(Oc2cccnc2C)c1>BrCC1CC1.C1CCOC1.CCOC(C)=O.CN(C)C=O.[K+]>Cc1ncccc1Oc1cc(SCC2CC2)cnc1Nc1nc([C@H]2COC3(CCCCC3)O2)ns1,train,1,0
CS(C)=O.O=C1NCCN1c1ccc([N+](=O)[O-])cc1>CI.O.[K+].[OH-]>CN1CCN(c2ccc([N+](=O)[O-])cc2)C1=O,train,1,0
ICCCCc1ccccc1.O=C1CC(SCc2ccccc2)N1>C1CCOC1.[H-].[Na+]>O=C1CC(SCc2ccccc2)N1CCCCc1ccccc1,train,0,1
BrCC=Cc1ccccc1.Cc1nc2c(Cl)nc3ccccc3c2n1CCO>C[N+](C)(C)Cc1ccccc1.ClCCl.[Cl-].[Na+].[OH-]>Cc1nc2c(Cl)nc3ccccc3c2n1CCOC/C=C/c1ccccc1,train,1,0
CCOC(=O)CC(=O)OCC.CCOC(CBr)OCC>CCCCCC.CCOCC.CN(C)C=O.[H-].[Na+]>CCOC(=O)C(CC(OCC)OCC)C(=O)OCC,train,1,0
BrCC1CC1.CCOC(=O)C1SCCCS1>CN(C)C=O.Cc1ccccc1.[H-].[Na+]>CCOC(=O)C1(CC2CC2)SCCCS1,train,1,0
O=C([O-])[O-].c1ccc2c(c1)CCN2>CN(C)C=O.COC(=O)OC.O.[K+]>CN1CCc2ccccc21,train,1,0
CC(=O)Nc1ccc2c(c1[N+](=O)[O-])CCCC2>CI.CO.Cl>CNc1ccc2c(c1[N+](=O)[O-])CCCC2,train,0,1
CCCCCCCCCBr.O=C1CCCN1CCO>CS(C)=O.[K+].[OH-]>CCCCCCCCCOCCN1CCCC1=O,train,1,0
C1CNCCN1.N#Cc1ccc(CCCI)cc1>C1CCOC1.[K]>N#Cc1ccc(CCCN2CCNCC2)cc1,train,0,1
CCCC[C@@H](Br)C(=O)O.COCOC1CCN(C(=O)[C@@H](O)Cc2ccccc2)CC1>C1CCOC1.CC(=O)O.CO.N#N.[H-].[Na+]>CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)O,train,0,1
CCOC(=O)[C@@H]1CCCN(CCBr)C1.O=CC(c1ccccc1)c1ccccc1>Br.Cc1ccccc1.[H-].[Na+]>CCOC(=O)[C@@H]1CCCN(CCOC=C(c2ccccc2)c2ccccc2)C1,train,0,1
CCCCCN1C(=O)C(c2ccc3c(c2)OCO3)c2ccccc21.COC(=O)CBr>C1CCOC1.[H-].[Na+]>CCCCCN1C(=O)C(CC(=O)OC)(c2ccc3c(c2)OCO3)c2ccccc21,train,1,0
CC(C)(C)OC(=O)NC1CCNCC1.CI>>CN1CCC(NC(=O)OC(C)(C)C)CC1,train,1,0
C=C(Br)CBr.CCOC(=O)CC(=O)c1ccccc1>CCOC(C)=O.CN(C)C=O.O.[H-].[Na+]>C=C(Br)CC(C(=O)OCC)C(=O)c1ccccc1,train,1,0
COC(=O)CCS.ICCCCCCCCCCCCI>CC#N.CCCCCC.CCOC(C)=O.O=C([O-])[O-].[K+]>COC(=O)CCSCCCCCCCCCCCCI,train,0,1
C#CCBr.OCCn1cnc2cnc3ccccc3c21>C[N+](C)(C)Cc1ccccc1.[Cl-].[Na+].[OH-]>C#CCOCCn1cnc2cnc3ccccc3c21,train,0,1
CCN(CC)CC.COC1(c2cccc(Cl)c2F)CCNC1>C1CCOC1.CCI.O>CCN1CCC(OC)(c2cccc(Cl)c2F)C1,train,0,1
CC(C)(C)OC(=O)N1CC[C@@H](N2CC(=O)Nc3cc(Cl)ccc3C2)C1.CCI>C1CCOC1.[H-].[Na+]>CCN1C(=O)CN([C@@H]2CCN(C(=O)OC(C)(C)C)C2)Cc2ccc(Cl)cc21,train,0,1
CCOC(=O)CC(=O)c1ccccc1.O=C(CBr)C1CCCCC1>CCOC(C)=O.O.[Cl-].[Na+]>CCOC(=O)C(CC(=O)C1CCCCC1)C(=O)c1ccccc1,train,1,0
COc1ccccc1N1CCNCC1.ClCCBr>CCOC(C)=O.CS(C)=O.Cl.ClCCl.[Na+].[OH-]>COc1ccccc1N1CCN(CCCl)CC1,train,0,1
BrCCC1OCCO1.CCOC(=O)CC(=O)N1CCN(Cc2ccccc2)CC1>CN(C)C=O.O.[H-].[Na+]>CCOC(=O)C(CCC1OCCO1)C(=O)N1CCN(Cc2ccccc2)CC1,train,1,0
COc1cccc(CC#N)c1.ClCCOCCCl>CN(C)C=O.[H-].[Na+]>COc1cccc(C2(C#N)CCOCC2)c1,train,0,1
CC(C)(C)OC(=O)CBr.O=[N+]([O-])c1ccc(N2CC(O)C2)nc1>[H-].[Na+]>CC(C)(C)OC(=O)COC1CN(c2ccc([N+](=O)[O-])cn2)C1,train,1,0
BrCCc1ccccc1.CCOC(=O)CC(=O)OCC>CCOCC.CN(C)C=O.[H-].[Na+]>CCOC(=O)C(CCc1ccccc1)C(=O)OCC,train,1,0
CCOC(=O)CC#N.O=C(c1cccc(Cl)c1)C(Br)Cc1ccc(Cl)cc1>CCOC(C)=O.CN(C)C=O.O.O=C([O-])[O-].[K+]>CCOC(=O)C(C#N)C(Cc1ccc(Cl)cc1)C(=O)c1cccc(Cl)c1,train,1,0
CCOC(=O)C1CCCN(CCBr)C1.OCCCc1ccccc1>Br.Cc1ccccc1.O.[H-].[Na+]>CCOC(=O)C1CCCN(CCOCCCc2ccccc2)C1,train,0,1
N.Oc1cccc(C(OCCI)=C2C3CC4CC(C3)CC2C4)c1>C1CCOC1.O=C=O>NCCOC(=C1C2CC3CC(C2)CC1C3)c1cccc(O)c1,train,1,0
C=CCCBr.CCOC(=O)CC(=O)OCC>CN(C)C=O.[H-].[Na+]>C=CCCC(C(=O)OCC)C(=O)OCC,train,1,0
C#CC(C)(C)O.COC(=O)C(C)Br>C1CCOC1.[H-].[Na+]>C#CC(C)(C)OC(C)C(=O)OC,train,1,0
CC(C)(C)OC(=O)CC(=O)OCc1ccccc1.CC(C)(C)OC(=O)N[C@H](CCBr)C(=O)OC(C)(C)C>CN(C)C=O.[H-].[Na+]>CC(C)(C)OC(=O)N[C@H](CCC(C(=O)OCc1ccccc1)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C,train,0,1
C#CCBr.COC(=O)C(C)(C)O>CN(C)C=O.Cc1ccccc1.[H-].[Na+]>CC#COC(C)(C)C(=O)OC,train,0,1
N#Cc1c(C2CC2)cc(=O)[nH]c1S.NC(=O)CBr>C1COCCN1.CN(C)C=O>N#Cc1c(C2CC2)cc(=O)[nH]c1SCC(N)=O,train,1,0
CC(=O)CC(=O)CC(C)C.CCOC(=O)CBr>C1CCOC1.[H-].[Na+]>CCOC(=O)CC(C(C)=O)C(=O)CC(C)C,train,1,0
CC(C)(C)[O-].OCCOCCO>C#CCBr.C1CCOC1.Cc1ccccc1.O.[Cl-].[K+].[Na+]>C#CCOCCOCCO,train,0,1
C=CCCCCBr.CCOC(=O)C(CCCC(F)(F)C(F)(F)F)C(=O)OCC>CS(C)=O.O.[H-].[Na+]>C=CCCCCC(CCCC(F)(F)C(F)(F)F)(C(=O)OCC)C(=O)OCC,train,1,0
CCOC(=O)C(Cl)(C#N)CCC=O.CCOC(=O)CC#N>C/C=C/C=O.CCOC(=O)C(Cl)(Cl)C#N.CCOC(C)=O.O=C([O-])[O-].[K+]>CCOC(=O)C(Cl)(C#N)C(C)CC=O,train,0,1
BrCCCc1ccccc1.CCOC(=O)CC(=O)OCC>CN(C)C=O.[H-].[Na+]>CCOC(=O)C(CCCc1ccccc1)C(=O)OCC,train,1,0
CI.O=C1Cc2c(cccc2C2CCNCC2)N1>CC#N.CO>CN1CCC(c2cccc3c2CC(=O)N3)CC1,train,1,0
CC1=C(/C=C/C(C)O)C(C)(C)CCC1.CCBr>CO.O.[H-].[Na+].c1ccccc1>CCOC(C)/C=C/C1=C(C)CCCC1(C)C,train,1,0
BrCC1COCCN1Cc1ccccc1.CCOC(=O)CC(=O)OCC>CCOC(C)=O.CN(C)C=O.[Na+].[OH-]>CCOC(=O)C(CC1COCCN1Cc1ccccc1)C(=O)OCC,train,1,0
CI.Cc1cc2c(cc1Br)NC(=O)CC2(C)C>CS(C)=O.O.[K+].[OH-]>Cc1cc2c(cc1Br)N(C)C(=O)CC2(C)C,train,1,0
C=CCBr.CCOC(=O)CC(=O)c1ccccc1>CC(=O)O.CN(C)C=O.O.[H-].[Na+]>C=CCC(C(=O)OCC)C(=O)c1ccccc1,train,1,0
CC(=O)C=C(C)C.CCCCCBr>CCOCC.N.[NH2-].[Na+].[Na]>C=C(C)C(CCCCC)C(C)=O,train,1,0
CC(C)(C)OC(=O)CC(=O)OCc1ccccc1.CCCCCCCCCCCBr>CCOCC.CN(C)C=O.O.[H-].[Na+]>CCCCCCCCCCCC(C(=O)OCc1ccccc1)C(=O)OC(C)(C)C,train,1,0
C1CCOC1.CC(C)(C)[Si](C)(C)OCCCCCCBr>CS(C)=O>C#CCCCCCCO[Si](C)(C)C(C)(C)C,train,1,0
C#CCBr.COCCc1nc2cnc3ccccc3c2n1CCO>>C#CCOCCn1c(CCOC)nc2cnc3ccccc3c21,train,1,0
CC(=O)Nc1cc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1-c1cc(SCC(F)(F)F)c(C)cc1F>CI.CN(C)C=O.O.[H-].[Na+]>CNc1cc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1-c1cc(SCC(F)(F)F)c(C)cc1F,train,1,0
CCC(=O)CC(=O)CC.CCOC(=O)CBr>C1CCOC1.[Cl-].[H-].[NH4+].[Na+]>CCOC(=O)CC(C(=O)CC)C(=O)CC,train,0,1
CCCCOC(=O)C1(CCCCCBr)CCCC1.[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1>CCCC[N+](CCCC)(CCCC)CCCC.CS(C)=O.[H-].[I-].[Na+]>[C-]#[N+]C(CCCCCC1(C(=O)OCCCC)CCCC1)(CCCCCC1(C(=O)OCCCC)CCCC1)S(=O)(=O)c1ccc(C)cc1,train,1,0
CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)CCl)cc1.N#Cc1ccc2nc[nH]c2c1>CN(C)C=O.O=C([O-])[O-].[K+]>CC(C)(C)NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)Cc2nc3ccc(C#N)cc3[nH]2)cc1,train,0,1
CC(C)(C)[O-].O=C1Nc2c(Cl)nc(Cl)nc2N2CCOCC12>CI.CS(C)=O>CN1C(=O)C2COCCN2c2nc(Cl)nc(Cl)c21,train,0,1
C=CCNc1ccc([N+](=O)[O-])cc1C.CI>CS(C)=O.[Na+].[OH-]>C=CCN(C)c1ccc([N+](=O)[O-])cc1C,train,1,0
BrCCOCCBr.CSc1ccc(CC#N)cc1>[H-].[I-].[K+].[Na+]>CSc1ccc(C2(C#N)CCOCC2)cc1,train,1,0
CCOc1ccc(-c2nc(-c3cccc(C4CO4)n3)cs2)cc1OCC.[OH-]>CS(C)=O.O.[K+]>CCOc1ccc(-c2nc(-c3cccc(C(O)CO)n3)cs2)cc1OCC,train,0,1
CCOC(=O)CBr.N#CCC(=O)c1ccccc1>Cc1ccccc1.O.[H-].[Na+]>CCOC(=O)CC(C#N)C(=O)c1ccccc1,train,0,1
CCOC(=O)c1cn([C@@H]2CCNC2)c2ccc(I)cc2c1=O.O=C([O-])[O-]>C1CCOC1.CI.[K+]>CCOC(=O)c1cn([C@@H]2CCN(C)C2)c2ccc(I)cc2c1=O,train,1,0
CC#CCOc1ccc(S(=O)(=O)CC(=O)OCC)cc1.N#CCCCCCBr>>CC#CCOc1ccc(S(=O)(=O)C(CCCCCC#N)C(=O)OCC)cc1,train,0,1
CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C.CCOC(=O)CBr>C1CCOC1.O.[H-].[Na+]>CCOC(=O)CC(P(=O)(OC(C)C)OC(C)C)P(=O)(OC(C)C)OC(C)C,train,0,1
COC(=O)CCSc1cnc(Nc2nc([C@H]3COC4(CCCCC4)O3)ns2)c(Oc2c(C)nn(C)c2C)c1.COCCBr>C1CCOC1.CC(C)(C)[O-].CN(C)C=O.[K+]>COCCSc1cnc(Nc2nc([C@H]3COC4(CCCCC4)O3)ns2)c(Oc2c(C)nn(C)c2C)c1,train,0,1
O=C(O)C12CC[C@H](CC1Br)C2>CC(=O)O.[Zn]>O=C(O)C12CCC(CC1)C2,train,1,0
C#CCBr.CCCCCCCCc1nc2cnc3ccccc3c2n1CCO>>C#CCOCCn1c(CCCCCCCC)nc2cnc3ccccc3c21,train,1,0
CC(NC(=O)OC(C)(C)C)c1ccc(OCC(F)(F)F)nc1.CCI>>CCN(C(=O)OC(C)(C)C)C(C)c1ccc(OCC(F)(F)F)nc1,train,1,0
C#CCBr.Cc1nc2c(N)nc3c(c2n1CCO)CCCC3>>C#CCOCCn1c(C)nc2c(N)nc3c(c21)CCCC3,train,0,1
CCOC(=O)C(C)(C)CCCCCCBr.[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1>CCCC[N+](CCCC)(CCCC)CCCC.CS(C)=O.[H-].[I-].[Na+]>[C-]#[N+]C(CCCCCCC(C)(C)C(=O)OCC)(CCCCCCC(C)(C)C(=O)OCC)S(=O)(=O)c1ccc(C)cc1,train,1,0
C#CCBr.CCCCc1nc2cnc3ccccc3c2n1CCO>>C#CCOCCn1c(CCCC)nc2cnc3ccccc3c21,train,1,0
O=C(Nc1ccc(OC(F)(F)F)c(Br)c1)C(F)(F)F>CI.CN(C)C=O.O.[H-].[Na+]>CNc1ccc(OC(F)(F)F)c(Br)c1,train,0,1
O=C(Nc1nonc1-c1noc(=O)n1-c1ccc(F)c(Br)c1)C(F)(F)F>CI.CN(C)C=O.O.O=C([O-])[O-].[Cl-].[K+].[Na+]>CNc1nonc1-c1noc(=O)n1-c1ccc(F)c(Br)c1,train,1,0
CON(C)C(=O)CCBr.O=C1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCN1>C1CCOC1.O=S(=O)([O-])O.[H-].[K+].[Na+]>CON(C)C(=O)CCN1CCN(C(=O)/C=C/c2ccc(Cl)c(Cl)c2)CCC1=O,train,0,1
CCOC(=O)CBr.COc1ccc(C(=O)Cc2ccccc2)cc1>CS(C)=O.Cc1ccccc1.[H-].[Na+]>CCOC(=O)CC(C(=O)c1ccc(OC)cc1)c1ccccc1,train,1,0
C#CCBr.Cc1nc2cnc3ccccc3c2n1CCO>>C#CCOCCn1c(C)nc2cnc3ccccc3c21,train,1,0
CI.O=[N+]([O-])c1ccc2c(c1)CCN2>CC(C)=O.O.[K+].[OH-]>CN1CCc2cc([N+](=O)[O-])ccc21,train,1,0
CC#N.O=S(=O)(c1ccc(Cl)cc1)C1c2c(F)ccc(F)c2OCC1CCI>Cl>N#CCCC1COc2c(F)ccc(F)c2C1S(=O)(=O)c1ccc(Cl)cc1,train,1,0
Cc1ccc(C(C)(CCCCBr)COC2CCCCO2)cc1.[C-]#[N+]CS(=O)(=O)c1ccc(C)cc1>CCCC[N+](CCCC)(CCCC)CCCC.CCOCC.CS(C)=O.[H-].[I-].[Na+]>[C-]#[N+]C(CCCCC(C)(COC1CCCCO1)c1ccc(C)cc1)(CCCCC(C)(COC1CCCCO1)c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1,train,1,0
C#CCBr.CCC(CO)(OC)c1cccc(OCc2ccc3ccccc3c2)c1>>C#CCOCC(CC)(OC)c1cccc(OCc2ccc3ccccc3c2)c1,train,1,0
C=CCOC(=O)C(Cc1ccc(C(=O)OC)cc1)C(=O)OCC=C.N#Cc1ccc(CCBr)cc1>CN(C)C=O.O.[H-].[Na+]>C=CCOC(=O)C(CCc1ccc(C#N)cc1)(Cc1ccc(C(=O)OC)cc1)C(=O)OCC=C,train,0,1
Cc1noc(C)c1-c1cc(I)c(N)c([N+](=O)[O-])c1.O=C([O-])[O-]>CN(C)C=O.[Cs+]>CNc1c(I)cc(-c2c(C)noc2C)cc1[N+](=O)[O-],train,0,1
C#CCBr.OCCn1cnc2cnc3ccccc3c21>C[N+](C)(C)Cc1ccccc1.ClCCl.[Cl-].[Na+].[OH-]>C#CCOCCn1cnc2cnc3ccccc3c21,train,0,1
CC(C)(C)OC(=O)NC1CCN(C(=O)OCc2ccccc2)CC1.CCCI>C1CCOC1.O.[H-].[Na+]>CCCN(C(=O)OC(C)(C)C)C1CCN(C(=O)OCc2ccccc2)CC1,train,0,1
CC(C)OC(C)C.COC(OC)C(C)=CCBr>C1N2CN3CN1CN(C2)C3.O.[Cl-].[Na+]>COC(C=C(C)C=O)OC,train,0,1
CC#CCOc1cc(Nc2ccccc2)ncn1.CCCI>C1CCOC1.[Cl-].[H-].[NH4+].[Na+]>CC#CCOc1cc(N(CCC)c2ccccc2)ncn1,train,0,1
COC(=O)CC(C(C)=O)C(C)=O.NNc1ccccc1>CC(=O)CC(C)=O.CC(=O)O.CCO.CN(C)C=O.COC(=O)CBr.[H-].[H][H].[Na+]>COC(=O)Cc1c(C)nn(-c2ccccc2)c1C,train,0,1
CCOC(=O)c1ccc2cc(C(=O)OCC)[nH]c2n1.C[Si]1(C)CC[Si](C)(C)N1CCCBr>C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.CN1CCCC1=O.O=C([O-])[O-].[F-].[K+]>CCOC(=O)c1ccc2cc3n(c2n1)CCCNC3=O,train,1,0
CI.O=[N+]([O-])c1ccc2c(c1)CCN2>CC(C)=O.[K+].[OH-]>CN1CCc2cc([N+](=O)[O-])ccc21,train,1,0
BrCCOCCBr.CC(C)(C)OC(=O)CC#N>CN(C)C=O.[H-].[Na+]>CC(C)(C)OC(=O)C1(C#N)CCOCC1,train,0,1
BrCCCCCCOCc1ccccc1.CCOC(=O)C(CCCCCCOCc1ccccc1)C(=O)OCC>CN(C)C=O.Cl.[H-].[Na+]>CCOC(=O)C(CCCCCCOCc1ccccc1)(CCCCCCOCc1ccccc1)C(=O)OCC,train,1,0
CCOC(=O)C1SCCCS1.ClCCCCBr>CN(C)C=O.[H-].[Na+]>CCOC(=O)C1(CCCCCl)SCCCS1,train,1,0
C#CCBr.CC[C@H](CO)n1cnc2cnc3ccccc3c21>C[N+](C)(C)Cc1ccccc1.ClCCl.O.[Cl-].[Na+].[OH-]>C#CCOC[C@@H](CC)n1cnc2cnc3ccccc3c21,train,1,0
COC(=O)c1sc(Br)cc1NC(=O)C(F)(F)F>CI.CN(C)C=O.CO.O.O=C([O-])O.O=C([O-])[O-].[K+].[Na+]>CNc1cc(Br)sc1C(=O)OC,train,1,0
C#CCO.O=C(O)CCCCCCCCCBr>[H-].[Na+]>C#CCOCCCCCCCCCC(=O)O,train,0,1
CCOC(=O)c1sc(N2CCOCC2)c(C#N)c1Cc1ccc2ccccc2c1.O=C1c2ccccc2C(=O)N1CBr>CC(=O)O.CC(C)(C)[O-].CN(C)C=O.O.[K+]>CCOC(=O)c1sc(N2CCOCC2)c(C#N)c1C(CN1C(=O)c2ccccc2C1=O)c1ccc2ccccc2c1,train,0,1
ClCCOCCCl.N#CCc1cccc(C(F)(F)F)c1>CN(C)C=O.[H-].[Na+]>N#CC1(c2cccc(C(F)(F)F)c2)CCOCC1,train,1,0
CC(=O)C1C(=O)CC(CCSc2ccc(C(F)(F)F)cc2)CC1=O.CC=CCON>CN(C)C=O.Cl.O.[H-].[Na+]>CC=CCONC(C)=C1C(=O)CC(CCSc2ccc(C(F)(F)F)cc2)CC1=O,test,1,0
CCOC(=O)CC(=O)C1(NC(=O)OC(C)(C)C)CC1.Cc1nc2ccc(F)c(C(=O)CBr)c2nc1NC1CC1>CN(C)C=O.ClC(Cl)Cl.O=C([O-])O.O=C([O-])[O-].[K+].[Na+]>CCOC(=O)C(CC(=O)c1c(F)ccc2nc(C)c(NC3CC3)nc12)C(=O)C1(NC(=O)OC(C)(C)C)CC1,train,0,1
CS(C)=O.O=C1C2CC(C2)c2cc(F)c(Br)cc2C1Br>>O=C1C(=O)C2CC(C2)c2cc(F)c(Br)cc21,train,1,0
C#CCCl.C#CCOC(C(=O)NCCc1ccc(O)c(OC)c1)c1ccc(Cl)cc1>CCCC[N+](CCCC)(CCCC)CCCC.Cc1ccccc1.O.O=C([O-])[O-].[Br-].[K+]>C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,train,1,0
CCI.c1ccc(CN2CC3CCCNC3C2)cc1>C1CCOC1.[H-].[Na+]>CCN1CCCC2CN(Cc3ccccc3)CC21,train,0,1
CC(C)(C)OC(=O)NCCCBr.O=CNc1cnn(CCO)c1NC(c1ccccc1)(c1ccccc1)c1ccccc1>CN(C)C=O.O=S(=O)([O-])O.[H-].[I-].[K+].[Na+]>CC(C)(C)OC(=O)NCCCN(C=O)c1cnn(CCO)c1NC(c1ccccc1)(c1ccccc1)c1ccccc1,train,0,1
CCI.COC(=O)[C@@H]1CNC[C@H]1c1ccc(F)cc1F>C1CCOC1.CCN(C(C)C)C(C)C>CCN1C[C@@H](C(=O)OC)[C@H](c2ccc(F)cc2F)C1,train,0,1
